attempt,candidate_id,reason
247,cand_ea982ecd86c5,tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_SPARE
248,cand_78359c2ff8df,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_SPARE
249,cand_1d8ef08736b6,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE
257,cand_316c67c21b16,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_SPARE
258,cand_507fd5c23c78,tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_SPARE
259,cand_ee63a1a12b70,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_SPARE
267,cand_daccd137a38c,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH5_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE
268,cand_c214bf1545be,tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_SPARE
269,cand_e5e150e51f24,tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_SPARE
277,cand_b1edfecc5f8e,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH3_SPARE
278,cand_3dffbdd31998,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
279,cand_551ead4850ce,tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE
287,cand_1b8cf05fefae,tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_SPARE
288,cand_7f11b327428e,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
289,cand_db88a18aa1a0,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH1_SPARE
297,cand_c6c0a2fe613e,tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH5_SPARE
298,cand_9675b52e3c15,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE
299,cand_edf55c162763,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH3_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_SPARE
307,cand_01d593fa2853,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE
308,cand_7d8b6f9e20c2,tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_SPARE
309,cand_d37779ac8349,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH3_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
317,cand_290d9d33d976,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH5_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE
318,cand_9145e96892d2,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE
319,cand_62380a16b91f,tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH3_SPARE
